SYSTEEM,JAAR_MAAND,PROVINCIENAAM,PLEEGGEMEENTE,PAALGEGEVENS,OMSCHRIJVING_FEITGROEP,INSTROOM,FLEX
WAHV ,2024 01,Drenthe,Assen,3607 Assen vaart zuidzijde thv kazerne,Snelheid,367
WAHV ,2024 03,Noord-Brabant,Geldrop-Mierlo,6350 Geldrop-Mierlo mierloseweg kruising spoelstraat,Snelheid,234
WAHV ,2024 03,Noord-Brabant,Geldrop-Mierlo,6350 Geldrop-Mierlo mierloseweg kruising spoelstraat,Verkeerslicht,1
WAHV ,2024 03,Noord-Brabant,Gemert-Bakel,6344 Gemert-Bakel n272 elsendorpseweg thv hmp 9.6,Snelheid,750
WAHV ,2024 03,Noord-Brabant,Gemert-Bakel,6345 Gemert-Bakel n272 elsendorpseweg thv hmp 12.2,Snelheid,320
WAHV ,2024 03,Noord-Brabant,Gemert-Bakel,6346 Gemert-Bakel n607 bakelsebrug thv hmp 2.0,Snelheid,132
WAHV ,2024 03,Noord-Brabant,Helmond,3159 Helmond kanaaldijk noord-west kruising oostende,Snelheid,17
WAHV ,2024 03,Noord-Brabant,Helmond,3159 Helmond kanaaldijk noord-west kruising oostende,Verkeerslicht,18
WAHV ,2024 03,Noord-Brabant,Helmond,3169 Helmond n270 deurneseweg kruising deltaweg,Snelheid,156
WAHV ,2024 03,Noord-Brabant,Helmond,3169 Helmond n270 deurneseweg kruising deltaweg,Verkeerslicht,12
WAHV ,2024 03,Noord-Brabant,Helmond,3170 Helmond n270 deurneseweg kruising weg door de rijpel,Snelheid,75
WAHV ,2024 03,Noord-Brabant,Helmond,3170 Helmond n270 deurneseweg kruising weg door de rijpel,Verkeerslicht,8
WAHV ,2024 03,Noord-Brabant,Helmond,6320 Helmond jan van brabantlaan kruising wesselmanlaan,Snelheid,21
WAHV ,2024 03,Noord-Brabant,Helmond,6320 Helmond jan van brabantlaan kruising wesselmanlaan,Verkeerslicht,26
WAHV ,2024 03,Noord-Brabant,Helmond,6321 Helmond oostende kruising kanaaldijk noord-oost,Snelheid,53
WAHV ,2024 03,Noord-Brabant,Helmond,6321 Helmond oostende kruising kanaaldijk noord-oost,Verkeerslicht,12
WAHV ,2024 03,Noord-Brabant,Helmond,6322 Helmond kanaaldijk noord west kruising julianalaan,Snelheid,16
WAHV ,2024 03,Noord-Brabant,Helmond,6322 Helmond kanaaldijk noord west kruising julianalaan,Verkeerslicht,22
WAHV ,2024 03,Noord-Brabant,Helmond,6323 Helmond wethouder van wellaan kruising bakelsedijk,Snelheid,19
WAHV ,2024 03,Noord-Brabant,Helmond,6337 Helmond n270 europaweg kruising brandevoortse dreef,Snelheid,545
WAHV ,2024 03,Noord-Brabant,Helmond,6337 Helmond n270 europaweg kruising brandevoortse dreef,Verkeerslicht,14
WAHV ,2024 03,Noord-Brabant,Helmond,6338 Helmond n270 europaweg kruising schootense dreef,Snelheid,342
WAHV ,2024 03,Noord-Brabant,Helmond,6338 Helmond n270 europaweg kruising schootense dreef,Verkeerslicht,12
WAHV ,2024 03,Noord-Brabant,Helmond,6339 Helmond n270 europaweg kruising hortsedijk richting deurne,Snelheid,847
WAHV ,2024 03,Noord-Brabant,Helmond,6339 Helmond n270 europaweg kruising hortsedijk richting deurne,Verkeerslicht,34
WAHV ,2024 03,Noord-Brabant,Helmond,6340 Helmond n270 europaweg kruising hortsedijk,Snelheid,2664
WAHV ,2024 03,Noord-Brabant,Helmond,6340 Helmond n270 europaweg kruising hortsedijk,Verkeerslicht,25
WAHV ,2024 03,Noord-Brabant,Helmond,6341 Helmond n270 kasteel traverse kruising stationsstraat,Snelheid,332
WAHV ,2024 03,Noord-Brabant,Helmond,6341 Helmond n270 kasteel traverse kruising stationsstraat,Verkeerslicht,8
WAHV ,2024 03,Noord-Brabant,Helmond,6342 Helmond n270 kasteel traverse kruising zuidende,Snelheid,337
WAHV ,2024 03,Noord-Brabant,Helmond,6342 Helmond n270 kasteel traverse kruising zuidende,Verkeerslicht,13
WAHV ,2024 03,Noord-Brabant,Helmond,6343 Helmond n270 deurneseweg kruising rivierensingel,Snelheid,110
WAHV ,2024 03,Noord-Brabant,Helmond,6343 Helmond n270 deurneseweg kruising rivierensingel,Verkeerslicht,9
WAHV ,2024 03,Noord-Brabant,Helmond,6347 Helmond kanaaldijk zuid-west kruising engelseweg,Snelheid,58
WAHV ,2024 03,Noord-Brabant,Helmond,6347 Helmond kanaaldijk zuid-west kruising engelseweg,Verkeerslicht,30
WAHV ,2024 03,Noord-Brabant,Helmond,6348 Helmond heeklaan kruising kanaaldijk zuid-west,Snelheid,101
WAHV ,2024 03,Noord-Brabant,Helmond,6348 Helmond heeklaan kruising kanaaldijk zuid-west,Verkeerslicht,4
WAHV ,2024 03,Noord-Brabant,Maashorst,4624 Maashorst rondweg thv huisnummer 5,Snelheid,267,True
WAHV ,2024 03,Noord-Brabant,Meierijstad,4605 Meierijstad n637 rooiseweg thv huisnummer 17,Snelheid,134,True
WAHV ,2024 03,Noord-Brabant,Meierijstad,6351 Meierijstad veghelsedijk thv hmp 4.0,Snelheid,1764
WAHV ,2024 03,Noord-Brabant,Nuenen. Gerwen en Nederwetten,3175 Nuenen. Gerwen en Nederwetten smits van oyenlaan kruising vincent van goghstraat,Snelheid,137
WAHV ,2024 03,Noord-Brabant,Nuenen. Gerwen en Nederwetten,3175 Nuenen. Gerwen en Nederwetten smits van oyenlaan kruising vincent van goghstraat,Verkeerslicht,13
WAHV ,2024 03,Noord-Brabant,Oisterwijk,3711 Oisterwijk n65 rijksweg thv hmp 13.4 richting tilburg,Snelheid,252
WAHV ,2024 03,Noord-Brabant,Oisterwijk,3712 Oisterwijk n65 rijksweg thv hmp 13.4 richting den bosch,Snelheid,164
WAHV ,2024 03,Noord-Brabant,Oosterhout,4621 Oosterhout beneluxweg thv huisnummer 85,Snelheid,809,True
WAHV ,2024 03,Noord-Brabant,Oss,6336 Oss hertogin johannasingel kruising kromstraat richting witte hoef,Snelheid,19
WAHV ,2024 03,Noord-Brabant,Oss,6336 Oss hertogin johannasingel kruising kromstraat richting witte hoef,Verkeerslicht,23
WAHV ,2024 03,Noord-Brabant,Roosendaal,3338 Roosendaal van beethovenlaan kruising strausslaan richting a58,Snelheid,511
WAHV ,2024 03,Noord-Brabant,Roosendaal,3338 Roosendaal van beethovenlaan kruising strausslaan richting a58,Verkeerslicht,97
WAHV ,2024 03,Noord-Brabant,Roosendaal,3340 Roosendaal burg. freijterslaan kruising jan vermeerlaan richting centrum,Snelheid,204
WAHV ,2024 03,Noord-Brabant,Roosendaal,3340 Roosendaal burg. freijterslaan kruising jan vermeerlaan richting centrum,Verkeerslicht,94
WAHV ,2024 03,Noord-Brabant,Roosendaal,3341 Roosendaal burg. freijterslaan kruising jan vermeerlaan richting a17,Snelheid,128
WAHV ,2024 03,Noord-Brabant,Roosendaal,3341 Roosendaal burg. freijterslaan kruising jan vermeerlaan richting a17,Verkeerslicht,20
WAHV ,2024 03,Noord-Brabant,Tilburg,3026 Tilburg ringbaan west kruising hart van brabantlaan,Snelheid,476
WAHV ,2024 03,Noord-Brabant,Tilburg,3026 Tilburg ringbaan west kruising hart van brabantlaan,Verkeerslicht,46
WAHV ,2024 03,Noord-Brabant,Tilburg,3027 Tilburg ringbaan west kruising professor cobbenhagen,Snelheid,442
WAHV ,2024 03,Noord-Brabant,Tilburg,3027 Tilburg ringbaan west kruising professor cobbenhagen,Verkeerslicht,41
WAHV ,2024 03,Noord-Brabant,Tilburg,3028 Tilburg ringbaan west kruising wandelboslaan,Snelheid,232
WAHV ,2024 03,Noord-Brabant,Tilburg,3028 Tilburg ringbaan west kruising wandelboslaan,Verkeerslicht,63
WAHV ,2024 03,Noord-Brabant,Tilburg,3029 Tilburg ringbaan west kruising kwaadeindstraat,Snelheid,504
WAHV ,2024 03,Noord-Brabant,Tilburg,3029 Tilburg ringbaan west kruising kwaadeindstraat,Verkeerslicht,76
WAHV ,2024 03,Noord-Brabant,Tilburg,3074 Tilburg ringbaan oost kruising caspar houbenstraat,Snelheid,1246
WAHV ,2024 03,Noord-Brabant,Tilburg,3074 Tilburg ringbaan oost kruising caspar houbenstraat,Verkeerslicht,31
WAHV ,2024 03,Noord-Brabant,Tilburg,3122 Tilburg heikantlaan kruising telemannpad,Snelheid,261
WAHV ,2024 03,Noord-Brabant,Tilburg,3122 Tilburg heikantlaan kruising telemannpad,Verkeerslicht,14
WAHV ,2024 03,Noord-Brabant,Tilburg,3123 Tilburg heikantlaan kruising bachpad,Snelheid,384
WAHV ,2024 03,Noord-Brabant,Tilburg,3123 Tilburg heikantlaan kruising bachpad,Verkeerslicht,7
WAHV ,2024 03,Noord-Brabant,Tilburg,3494 Tilburg n282 bredaseweg kruising zwartvenseweg,Snelheid,93
WAHV ,2024 03,Noord-Brabant,Tilburg,3494 Tilburg n282 bredaseweg kruising zwartvenseweg,Verkeerslicht,10
WAHV ,2024 03,Noord-Brabant,Tilburg,3495 Tilburg ringbaan west kruising bredaseweg,Snelheid,332
WAHV ,2024 03,Noord-Brabant,Tilburg,3495 Tilburg ringbaan west kruising bredaseweg,Verkeerslicht,71
WAHV ,2024 03,Noord-Brabant,Tilburg,3701 Tilburg n65 bosscheweg thv hmp 16.4 ri den bosch,Snelheid,546
WAHV ,2024 03,Noord-Brabant,Tilburg,3705 Tilburg n65 rijksweg thv hmp 14.9 richting den bosch,Snelheid,442
WAHV ,2024 03,Noord-Brabant,Tilburg,3706 Tilburg n65 rijksweg thv hmp 14.9 richting tilburg,Snelheid,179
WAHV ,2024 03,Noord-Brabant,Tilburg,4304 Tilburg n261 burgemeester bechtweg thv hmp 6.0,Snelheid,1189,True
WAHV ,2024 03,Noord-Brabant,Vught,3036 Vught n65 helvoirtseweg thv hmp 7.0,Snelheid,370
WAHV ,2024 03,Noord-Brabant,Vught,3714 Vught n65 rijksweg thv hmp 10.3 richting tilburg,Snelheid,459
WAHV ,2024 03,Noord-Brabant,Vught,3715 Vught n65 helvoirtseweg thv hmp 5.0 richting tilburg,Snelheid,133
WAHV ,2024 03,Noord-Holland,Aalsmeer,3569 Aalsmeer burgemeester brouwerweg (n201) kruising legmeerdijk (n231),Snelheid,30
WAHV ,2024 03,Noord-Holland,Aalsmeer,3569 Aalsmeer burgemeester brouwerweg (n201) kruising legmeerdijk (n231),Verkeerslicht,27
WAHV ,2024 03,Noord-Holland,Alkmaar,3307 Alkmaar n9 heilooër tolweg kruising kennemerstraatweg richting egmond,Verkeerslicht,28
WAHV ,2024 03,Noord-Holland,Alkmaar,3310 Alkmaar n9 heilooã«r tolweg kruising kennemerstraatweg richting haarlem,Snelheid,102
WAHV ,2024 03,Noord-Holland,Alkmaar,3310 Alkmaar n9 heilooã«r tolweg kruising kennemerstraatweg richting haarlem,Verkeerslicht,36
WAHV ,2024 03,Noord-Holland,Alkmaar,3310 Alkmaar n9 heilooër tolweg kruising kennemerstraatweg richting haarlem,Snelheid,6
WAHV ,2024 03,Noord-Holland,Alkmaar,3824 Alkmaar n9 martin luther kingweg kruising huiswaarderweg,Snelheid,692
WAHV ,2024 03,Noord-Holland,Alkmaar,3824 Alkmaar n9 martin luther kingweg kruising huiswaarderweg,Verkeerslicht,49
WAHV ,2024 03,Noord-Holland,Alkmaar,3825 Alkmaar n9 steve bikoweg kruising huiswaarderweg,Snelheid,740
WAHV ,2024 03,Noord-Holland,Alkmaar,3825 Alkmaar n9 steve bikoweg kruising huiswaarderweg,Verkeerslicht,83
WAHV ,2024 03,Noord-Holland,Alkmaar,3980 Alkmaar n242 provincialeweg thv hmp 41.5,Snelheid,1946,True
WAHV ,2024 03,Noord-Holland,Amstelveen,3570 Amstelveen legmeerdijk (n231) kruising provincialeweg (n201),Snelheid,206
WAHV ,2024 03,Noord-Holland,Amstelveen,3570 Amstelveen legmeerdijk (n231) kruising provincialeweg (n201),Verkeerslicht,20
WAHV ,2024 03,Noord-Holland,Amsterdam,3210 Amsterdam s102 basisweg kruising radarweg,Snelheid,291
WAHV ,2024 03,Noord-Holland,Amsterdam,3210 Amsterdam s102 basisweg kruising radarweg,Verkeerslicht,15
WAHV ,2024 03,Noord-Holland,Amsterdam,3211 Amsterdam s112 wibautstraat kruising president steynstraat,Snelheid,270
WAHV ,2024 03,Noord-Holland,Amsterdam,3211 Amsterdam s112 wibautstraat kruising president steynstraat,Verkeerslicht,198
WAHV ,2024 03,Noord-Holland,Amsterdam,3212 Amsterdam s100 stadhouderskade kruising westeinde,Verkeerslicht,12
WAHV ,2024 03,Noord-Holland,Amsterdam,3311 Amsterdam s114 ijburglaan kruising zuiderzeeweg,Snelheid,337
WAHV ,2024 03,Noord-Holland,Amsterdam,3311 Amsterdam s114 ijburglaan kruising zuiderzeeweg,Verkeerslicht,45
WAHV ,2024 03,Noord-Holland,Amsterdam,3312 Amsterdam s114 piet heintunnel kruising zuiderzeeweg,Snelheid,668
WAHV ,2024 03,Noord-Holland,Amsterdam,3312 Amsterdam s114 piet heintunnel kruising zuiderzeeweg,Verkeerslicht,30
WAHV ,2024 03,Noord-Holland,Amsterdam,3325 Amsterdam s100 stadhouderskade kruising leidseplein richting nassaukade,Verkeerslicht,111
WAHV ,2024 03,Noord-Holland,Amsterdam,3326 Amsterdam s100 stadhouderskade kruising ferdinand bolstraat ri. mauritskade,Verkeerslicht,174
WAHV ,2024 03,Noord-Holland,Amsterdam,3327 Amsterdam s100 stadhouderskade kruising weteringlaan richting nassaukade,Verkeerslicht,41
WAHV ,2024 03,Noord-Holland,Amsterdam,3434 Amsterdam n247 nieuwe leeuwarderweg kruising toerit a10,Snelheid,485
WAHV ,2024 03,Noord-Holland,Amsterdam,3434 Amsterdam n247 nieuwe leeuwarderweg kruising toerit a10,Verkeerslicht,8
WAHV ,2024 03,Noord-Holland,Amsterdam,3435 Amsterdam s106 afrit a10 kruising cornelis lelylaan,Snelheid,24
WAHV ,2024 03,Noord-Holland,Amsterdam,3435 Amsterdam s106 afrit a10 kruising cornelis lelylaan,Verkeerslicht,94
WAHV ,2024 03,Noord-Holland,Den Helder,3639 Den Helder lange vliet thv perceel 8,Snelheid,216
WAHV ,2024 03,Noord-Holland,Den Helder,3640 Den Helder nieuwe weg thv perceel 30,Snelheid,144
WAHV ,2024 03,Noord-Holland,Haarlem,3070 Haarlem n205 fonteinlaan thv perceel 1,Snelheid,1006
WAHV ,2024 03,Noord-Holland,Haarlem,3071 Haarlem n205 dreef thv perceel 46,Snelheid,673
WAHV ,2024 03,Noord-Holland,Haarlem,3201 Haarlem n208 delftlaan kruising kleverlaan,Snelheid,55
WAHV ,2024 03,Noord-Holland,Haarlem,3201 Haarlem n208 delftlaan kruising kleverlaan,Verkeerslicht,10
WAHV ,2024 03,Noord-Holland,Haarlem,3202 Haarlem n208 delftlaan kruising pim mulierlaan,Snelheid,94
WAHV ,2024 03,Noord-Holland,Haarlem,3202 Haarlem n208 delftlaan kruising pim mulierlaan,Verkeerslicht,11
WAHV ,2024 03,Noord-Holland,Haarlem,3203 Haarlem n208 westelijke randweg kruising kleverlaan,Snelheid,86
WAHV ,2024 03,Noord-Holland,Haarlem,3203 Haarlem n208 westelijke randweg kruising kleverlaan,Verkeerslicht,2
WAHV ,2024 03,Noord-Holland,Haarlem,3206 Haarlem n208 westelijke randweg kruising zijlweg richting heemstede,Snelheid,117
WAHV ,2024 03,Noord-Holland,Haarlem,3206 Haarlem n208 westelijke randweg kruising zijlweg richting heemstede,Verkeerslicht,9
WAHV ,2024 03,Noord-Holland,Haarlem,3208 Haarlem n208 westelijke randweg kruising zijlweg richting ijmuiden,Snelheid,74
WAHV ,2024 03,Noord-Holland,Haarlem,3208 Haarlem n208 westelijke randweg kruising zijlweg richting ijmuiden,Verkeerslicht,28
WAHV ,2024 03,Noord-Holland,Haarlem,3430 Haarlem n208 westelijke randweg kruising leidsevaartweg richting heemstede,Snelheid,81
WAHV ,2024 03,Noord-Holland,Haarlem,3430 Haarlem n208 westelijke randweg kruising leidsevaartweg richting heemstede,Verkeerslicht,6
WAHV ,2024 03,Noord-Holland,Haarlem,3431 Haarlem n208 westelijke randweg kruising leidsevaartweg richting bloemendaal,Snelheid,30
WAHV ,2024 03,Noord-Holland,Haarlem,3431 Haarlem n208 westelijke randweg kruising leidsevaartweg richting bloemendaal,Verkeerslicht,1
WAHV ,2024 03,Noord-Holland,Haarlem,3432 Haarlem n208 delftlaan kruising orionweg,Snelheid,113
WAHV ,2024 03,Noord-Holland,Haarlem,3432 Haarlem n208 delftlaan kruising orionweg,Verkeerslicht,6
WAHV ,2024 03,Noord-Holland,Haarlem,3834 Haarlem n205 schipholweg kruising amerikaweg,Snelheid,842
WAHV ,2024 03,Noord-Holland,Haarlem,3834 Haarlem n205 schipholweg kruising amerikaweg,Verkeerslicht,204
WAHV ,2024 03,Noord-Holland,Haarlem,3908 Haarlem prins bernhardlaan kruising n205 schipholweg,Snelheid,207
WAHV ,2024 03,Noord-Holland,Haarlem,3908 Haarlem prins bernhardlaan kruising n205 schipholweg,Verkeerslicht,47
WAHV ,2024 03,Noord-Holland,Haarlem,3977 Haarlem rijksstraatweg thv huisnummer 378c,Snelheid,206,True
WAHV ,2024 03,Noord-Holland,Haarlemmermeer,3345 Haarlemmermeer van heuven goedhartlaan kruising altenburg,Snelheid,216
WAHV ,2024 03,Noord-Holland,Haarlemmermeer,3345 Haarlemmermeer van heuven goedhartlaan kruising altenburg,Verkeerslicht,7
WAHV ,2024 03,Noord-Holland,Haarlemmermeer,3346 Haarlemmermeer van heuven goedhartlaan kruising asserweg,Snelheid,325
WAHV ,2024 03,Noord-Holland,Haarlemmermeer,3346 Haarlemmermeer van heuven goedhartlaan kruising asserweg,Verkeerslicht,22
WAHV ,2024 03,Noord-Holland,Haarlemmermeer,3642 Haarlemmermeer lijnderdijk thv perceel 216,Snelheid,180
WAHV ,2024 03,Noord-Holland,Haarlemmermeer,3643 Haarlemmermeer hillegommerdijk thv perceel 88,Snelheid,102
WAHV ,2024 03,Noord-Holland,Haarlemmermeer,3644 Haarlemmermeer aalsmeerderdijk thv perceel 592,Snelheid,57
WAHV ,2024 03,Noord-Holland,Haarlemmermeer,3645 Haarlemmermeer aalsmeerderdijk thv perceel 476,Snelheid,156
WAHV ,2024 03,Noord-Holland,Haarlemmermeer,3646 Haarlemmermeer leimuiderdijk thv perceel 64,Snelheid,80
WAHV ,2024 03,Noord-Holland,Haarlemmermeer,3647 Haarlemmermeer n232 schipholweg thv hmp 21.8,Snelheid,906
WAHV ,2024 03,Noord-Holland,Haarlemmermeer,3648 Haarlemmermeer hillegommerdijk thv kruising spieringweg,Snelheid,151
WAHV ,2024 03,Noord-Holland,Haarlemmermeer,3747 Haarlemmermeer bennebroekerdijk thv perceel 29,Snelheid,154
WAHV ,2024 03,Noord-Holland,Haarlemmermeer,3833 Haarlemmermeer n201 kruisweg kruising leenderbos,Snelheid,81
WAHV ,2024 03,Noord-Holland,Haarlemmermeer,3833 Haarlemmermeer n201 kruisweg kruising leenderbos,Verkeerslicht,123
WAHV ,2024 03,Noord-Holland,Haarlemmermeer,3886 Haarlemmermeer n200 haarlemmerweg kruising oranje nassaustraat,Snelheid,446
WAHV ,2024 03,Noord-Holland,Haarlemmermeer,3886 Haarlemmermeer n200 haarlemmerweg kruising oranje nassaustraat,Verkeerslicht,65
WAHV ,2024 03,Noord-Holland,Haarlemmermeer,3887 Haarlemmermeer n200 haarlemmerweg kruising dubbele buurt,Snelheid,406
WAHV ,2024 03,Noord-Holland,Haarlemmermeer,3887 Haarlemmermeer n200 haarlemmerweg kruising dubbele buurt,Verkeerslicht,63
WAHV ,2024 03,Noord-Holland,Heemstede,3019 Heemstede n201 heemsteedse dreef thv perceel 81,Snelheid,913
WAHV ,2024 03,Noord-Holland,Heemstede,3020 Heemstede n201 cruquiusweg thv perceel 1,Snelheid,318
WAHV ,2024 03,Noord-Holland,Hilversum,3068 Hilversum kamerlingh onnesweg thv oversteek schans,Snelheid,633
WAHV ,2024 03,Noord-Holland,Hilversum,3213 Hilversum johannes geradtsweg kruising larenseweg,Snelheid,1
WAHV ,2024 03,Noord-Holland,Hilversum,3213 Hilversum johannes geradtsweg kruising larenseweg,Verkeerslicht,181
WAHV ,2024 03,Noord-Holland,Hilversum,3214 Hilversum johannes geradtsweg kruising jacob van campenlaan ri insulindeln,Snelheid,6
WAHV ,2024 03,Noord-Holland,Hilversum,3214 Hilversum johannes geradtsweg kruising jacob van campenlaan ri insulindeln,Verkeerslicht,90
WAHV ,2024 03,Noord-Holland,Hilversum,3215 Hilversum johannes geradtsweg kruising jacob van campenlaan ri larenseweg,Snelheid,18
WAHV ,2024 03,Noord-Holland,Hilversum,3215 Hilversum johannes geradtsweg kruising jacob van campenlaan ri larenseweg,Verkeerslicht,127
WAHV ,2024 03,Noord-Holland,Hilversum,3440 Hilversum n525 larenseweg kruising johannes geradtsweg,Verkeerslicht,76
WAHV ,2024 03,Noord-Holland,Hilversum,3650 Hilversum johannes geradtsweg thv perceel 128,Snelheid,90
WAHV ,2024 03,Noord-Holland,Hilversum,3651 Hilversum johannes geradtsweg thv perceel 159,Snelheid,142
WAHV ,2024 03,Noord-Holland,Hilversum,3652 Hilversum s-gravenlandseweg thv perceel 115,Snelheid,649
WAHV ,2024 03,Noord-Holland,Hilversum,3912 Hilversum diependaalselaan kruising eikbosserweg ri n201,Snelheid,27
WAHV ,2024 03,Noord-Holland,Hilversum,3912 Hilversum diependaalselaan kruising eikbosserweg ri n201,Verkeerslicht,33
WAHV ,2024 03,Noord-Holland,Hilversum,3913 Hilversum diependaalselaan kruising eikbosserweg ri a27,Verkeerslicht,10
WAHV ,2024 03,Noord-Holland,Hilversum,6300 Hilversum oostereind kruising arena,Snelheid,1197
WAHV ,2024 03,Noord-Holland,Hilversum,6300 Hilversum oostereind kruising arena,Verkeerslicht,66
WAHV ,2024 03,Noord-Holland,Hoorn,3909 Hoorn provinciale weg kruising keern,Snelheid,174
WAHV ,2024 03,Noord-Holland,Hoorn,3909 Hoorn provinciale weg kruising keern,Verkeerslicht,41
WAHV ,2024 03,Noord-Holland,Huizen,3653 Huizen naarderstraat thv perceel 200,Snelheid,311
WAHV ,2024 03,Noord-Holland,Laren,3654 Laren hilversumseweg thv perceel 21,Snelheid,640
WAHV ,2024 03,Noord-Holland,Ouder-Amstel,3439 Ouder-Amstel s112 gooiseweg kruising toerit a10,Snelheid,53
WAHV ,2024 03,Noord-Holland,Ouder-Amstel,3439 Ouder-Amstel s112 gooiseweg kruising toerit a10,Verkeerslicht,75
WAHV ,2024 03,Noord-Holland,Purmerend,3828 Purmerend gorslaan kruising linneauslaan,Snelheid,147
WAHV ,2024 03,Noord-Holland,Purmerend,3828 Purmerend gorslaan kruising linneauslaan,Verkeerslicht,30
WAHV ,2024 03,Noord-Holland,Purmerend,3829 Purmerend gorslaan kruising weteringstraat,Snelheid,153
WAHV ,2024 03,Noord-Holland,Purmerend,3829 Purmerend gorslaan kruising weteringstraat,Verkeerslicht,77
WAHV ,2024 03,Noord-Holland,Purmerend,3830 Purmerend waterlandlaan kruising gorslaan centrum uit,Snelheid,48
WAHV ,2024 03,Noord-Holland,Purmerend,3830 Purmerend waterlandlaan kruising gorslaan centrum uit,Verkeerslicht,18
WAHV ,2024 03,Noord-Holland,Purmerend,3831 Purmerend waterlandlaan kruising gorslaan richting centrum,Snelheid,64
WAHV ,2024 03,Noord-Holland,Purmerend,3831 Purmerend waterlandlaan kruising gorslaan richting centrum,Verkeerslicht,77
WAHV ,2024 03,Noord-Holland,Wijdemeren,3656 Wijdemeren nieuw-loosdrechtsedijk thv perceel 192,Snelheid,286
WAHV ,2024 03,Noord-Holland,Wijdemeren,3657 Wijdemeren oud-loosdrechtsedijk thv perceel 46,Snelheid,516
WAHV ,2024 03,Noord-Holland,Wijdemeren,3658 Wijdemeren oud-loosdrechtsedijk thv perceel 113f,Snelheid,707
WAHV ,2024 03,Noord-Holland,Zaanstad,3561 Zaanstad n516 dr. j.m. den uylweg kruising wibautstraat,Snelheid,1300
WAHV ,2024 03,Noord-Holland,Zaanstad,3561 Zaanstad n516 dr. j.m. den uylweg kruising wibautstraat,Verkeerslicht,33
WAHV ,2024 03,Noord-Holland,Zaanstad,3826 Zaanstad n203 provincialeweg kruising guisweg ri wormerveer,Snelheid,9
WAHV ,2024 03,Noord-Holland,Zaanstad,3826 Zaanstad n203 provincialeweg kruising guisweg ri wormerveer,Verkeerslicht,32
WAHV ,2024 03,Noord-Holland,Zaanstad,3827 Zaanstad n203 provincialeweg kruising guisweg ri zaandam,Snelheid,20
WAHV ,2024 03,Noord-Holland,Zaanstad,3827 Zaanstad n203 provincialeweg kruising guisweg ri zaandam,Verkeerslicht,17
WAHV ,2024 03,Noord-Holland,Zaanstad,3894 Zaanstad thorbeckeweg kruising wibautstraat ri provincialewg,Snelheid,1174
WAHV ,2024 03,Noord-Holland,Zaanstad,3894 Zaanstad thorbeckeweg kruising wibautstraat ri provincialewg,Verkeerslicht,83
WAHV ,2024 03,Noord-Holland,Zaanstad,4003 Zaanstad n203 provincialeweg kruising vlietsend,Snelheid,1482
WAHV ,2024 03,Noord-Holland,Zaanstad,4003 Zaanstad n203 provincialeweg kruising vlietsend,Verkeerslicht,31
WAHV ,2024 03,Noord-Holland,Zaanstad,4004 Zaanstad n203 provincialeweg kruising korte industrieweg,Snelheid,1304
WAHV ,2024 03,Noord-Holland,Zaanstad,4004 Zaanstad n203 provincialeweg kruising korte industrieweg,Verkeerslicht,61
WAHV ,2024 03,Noord-Holland,Zaanstad,4619 Zaanstad poelenburg thv lichtmast 062-05751,Snelheid,856,True
WAHV ,2024 03,Overijssel,Almelo,3617 Almelo wierdensestraat thv perceel 156,Snelheid,600
WAHV ,2024 03,Overijssel,Almelo,3811 Almelo n349 henriette roland holstln kruising kleine bunder,Snelheid,210
WAHV ,2024 03,Overijssel,Almelo,3811 Almelo n349 henriette roland holstln kruising kleine bunder,Verkeerslicht,54
WAHV ,2024 03,Overijssel,Almelo,3812 Almelo henriette roland holstlaan kruising weezebeeksingel,Snelheid,49
WAHV ,2024 03,Overijssel,Almelo,3812 Almelo henriette roland holstlaan kruising weezebeeksingel,Verkeerslicht,67
WAHV ,2024 03,Overijssel,Deventer,3916 Deventer hanzeweg kruising snipperlingsdijk n344,Snelheid,311
WAHV ,2024 03,Overijssel,Deventer,3916 Deventer hanzeweg kruising snipperlingsdijk n344,Verkeerslicht,38
WAHV ,2024 03,Overijssel,Deventer,3917 Deventer amstellaan kruising snipperlingsdijk n344,Snelheid,412
WAHV ,2024 03,Overijssel,Deventer,3917 Deventer amstellaan kruising snipperlingsdijk n344,Verkeerslicht,67
WAHV ,2024 03,Overijssel,Enschede,3315 Enschede zuiderval kruising wethouder beversstraat,Snelheid,220
WAHV ,2024 03,Overijssel,Enschede,3315 Enschede zuiderval kruising wethouder beversstraat,Verkeerslicht,68
WAHV ,2024 03,Overijssel,Enschede,3810 Enschede kuipersdijk kruising j.j. van deinselaan,Snelheid,41
WAHV ,2024 03,Overijssel,Enschede,3810 Enschede kuipersdijk kruising j.j. van deinselaan,Verkeerslicht,147
WAHV ,2024 03,Overijssel,Enschede,3904 Enschede burgemeester v veenlaan kruising wethouder beverstraat,Snelheid,20
WAHV ,2024 03,Overijssel,Enschede,3904 Enschede burgemeester v veenlaan kruising wethouder beverstraat,Verkeerslicht,30
WAHV ,2024 03,Overijssel,Enschede,4026 Enschede gronausestraat kruising euregioweg,Snelheid,76
WAHV ,2024 03,Overijssel,Enschede,4026 Enschede gronausestraat kruising euregioweg,Verkeerslicht,223
WAHV ,2024 03,Overijssel,Enschede,4027 Enschede volksparksingel kruising westerval,Snelheid,34
